Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\Panama\Pdam_Plate2.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2016-09-26 15:19:42 PM EDT,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,Cт,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
D8,Pdam_260-1_14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
D9,Pdam_260-1_15,C,UNKNOWN,VIC,NFQ-MGB,24.7883071899,24.7188186646,0.0982702672,,,,0,0.01,1,3,24,,N,Y,Y
D9,Pdam_260-1_15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
D10,Pdam_260-1_16,C,UNKNOWN,VIC,NFQ-MGB,25.4851856232,25.5466804504,0.0869668201,,,,0,0.01,1,3,25,,N,Y,Y
D10,Pdam_260-1_16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
D11,Pdam_262-1_14,C,UNKNOWN,VIC,NFQ-MGB,22.5503978729,22.5905227661,0.0567438193,,,,0,0.01,1,3,22,,N,Y,Y
D11,Pdam_262-1_14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
D12,Pdam_256-1_15,C,UNKNOWN,VIC,NFQ-MGB,25.0251922607,24.9814987183,0.0617933497,,,,0,0.01,1,3,24,,N,N,Y
D12,Pdam_256-1_15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,N,Y
E1,Pdam_256-1_15,Pdam,UNKNOWN,FAM,NFQ-MGB,21.2677612305,21.1811637878,0.1224659309,,,,0,0.01,1,3,20,,N,N,N
E2,Pdam_262-1_15,C,UNKNOWN,VIC,NFQ-MGB,24.6209964752,23.4197692871,1.698790431,,,,0,0.01,1,3,24,,Y,Y,Y
E2,Pdam_262-1_15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,18.2413692474,,,,,0,0.01,1,3,39,,Y,Y,Y
E3,Pdam_262-1_16,C,UNKNOWN,VIC,NFQ-MGB,25.8378772736,25.8199615479,0.0253366623,,,,0,0.01,1,3,25,,N,Y,Y
E3,Pdam_262-1_16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
E4,Pdam_264-1_14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
E4,Pdam_264-1_14,D,UNKNOWN,FAM,NFQ-MGB,21.7736034393,21.8361778259,0.0884921998,,,,0,0.01,1,3,21,,N,Y,Y
E5,Pdam_264-1_15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,38.2802124023,,,,,0,0.01,1,3,39,,N,Y,Y
E5,Pdam_264-1_15,D,UNKNOWN,FAM,NFQ-MGB,22.1246833801,22.0544891357,0.0992683023,,,,0,0.01,1,3,21,,N,Y,Y
E6,Pdam_264-1_16,C,UNKNOWN,VIC,NFQ-MGB,24.1384658813,24.2012023926,0.0887214765,,,,0,0.01,1,3,23,,N,N,N
E6,Pdam_264-1_16,D,UNKNOWN,FAM,NFQ-MGB,25.5329246521,25.2826404572,0.3539552987,,,,0,0.01,1,3,25,,N,N,N
E7,Pdam_278-1_14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
E7,Pdam_278-1_14,D,UNKNOWN,FAM,NFQ-MGB,24.2018909454,24.4115791321,0.2965438664,,,,0,0.01,1,3,23,,N,Y,Y
E8,Pdam_278-1_15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
E8,Pdam_278-1_15,D,UNKNOWN,FAM,NFQ-MGB,23.0745773315,23.0312232971,0.0613132119,,,,0,0.01,1,3,22,,N,Y,Y
E9,Pdam_278-1_16,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
E9,Pdam_278-1_16,D,UNKNOWN,FAM,NFQ-MGB,24.1438713074,24.1410369873,0.0040083337,,,,0,0.01,1,3,23,,N,Y,Y
E10,Pdam_284-1_14,C,UNKNOWN,VIC,NFQ-MGB,27.3001384735,27.0723075867,0.3222015202,,,,0,0.01,1,3,26,,N,N,N
E10,Pdam_284-1_14,D,UNKNOWN,FAM,NFQ-MGB,21.8133907318,21.6601753235,0.2166779637,,,,0,0.01,1,3,21,,N,N,N
E11,Pdam_284-1_15,C,UNKNOWN,VIC,NFQ-MGB,32.6687545776,32.3424072266,0.4615275562,,,,0,0.01,1,3,33,,N,N,N
E11,Pdam_284-1_15,D,UNKNOWN,FAM,NFQ-MGB,22.2502613068,22.1718292236,0.1109210625,,,,0,0.01,1,3,21,,N,N,N
E12,Pdam_256-1_15,C,UNKNOWN,VIC,NFQ-MGB,24.9378032684,24.9814987183,0.0617933497,,,,0,0.01,1,3,24,,N,N,Y
E12,Pdam_256-1_15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,N,Y
F1,Pdam_256-1_16,Pdam,UNKNOWN,FAM,NFQ-MGB,20.715051651,20.5025119781,0.3005764782,,,,0,0.01,1,3,20,,N,N,N
F2,Pdam_262-1_15,C,UNKNOWN,VIC,NFQ-MGB,22.2185440063,23.4197692871,1.698790431,,,,0,0.01,1,3,21,,Y,N,N
F2,Pdam_262-1_15,D,UNKNOWN,FAM,NFQ-MGB,18.2413692474,18.2413692474,,,,,0,0.01,1,3,17,,Y,N,N
F3,Pdam_262-1_16,C,UNKNOWN,VIC,NFQ-MGB,25.8020458221,25.8199615479,0.0253366623,,,,0,0.01,1,3,25,,N,Y,Y
F3,Pdam_262-1_16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
F4,Pdam_264-1_14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
F4,Pdam_264-1_14,D,UNKNOWN,FAM,NFQ-MGB,21.8987503052,21.8361778259,0.0884921998,,,,0,0.01,1,3,21,,N,Y,Y
F5,Pdam_264-1_15,C,UNKNOWN,VIC,NFQ-MGB,38.2802124023,38.2802124023,,,,,0,0.01,1,3,35,,N,N,N
F5,Pdam_264-1_15,D,UNKNOWN,FAM,NFQ-MGB,21.9842967987,22.0544891357,0.0992683023,,,,0,0.01,1,3,21,,N,N,N
F6,Pdam_264-1_16,C,UNKNOWN,VIC,NFQ-MGB,24.2639369965,24.2012023926,0.0887214765,,,,0,0.01,1,3,24,,N,N,N
F6,Pdam_264-1_16,D,UNKNOWN,FAM,NFQ-MGB,25.0323562622,25.2826404572,0.3539552987,,,,0,0.01,1,3,24,,N,N,N
F7,Pdam_278-1_14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
F7,Pdam_278-1_14,D,UNKNOWN,FAM,NFQ-MGB,24.6212673187,24.4115791321,0.2965438664,,,,0,0.01,1,3,24,,N,Y,Y
F8,Pdam_278-1_15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
F8,Pdam_278-1_15,D,UNKNOWN,FAM,NFQ-MGB,22.9878673553,23.0312232971,0.0613132119,,,,0,0.01,1,3,22,,N,Y,Y
F9,Pdam_278-1_16,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
F9,Pdam_278-1_16,D,UNKNOWN,FAM,NFQ-MGB,24.1382026672,24.1410369873,0.0040083337,,,,0,0.01,1,3,23,,N,Y,Y
F10,Pdam_284-1_14,C,UNKNOWN,VIC,NFQ-MGB,26.8444766998,27.0723075867,0.3222015202,,,,0,0.01,1,3,26,,N,N,N
F10,Pdam_284-1_14,D,UNKNOWN,FAM,NFQ-MGB,21.5069618225,21.6601753235,0.2166779637,,,,0,0.01,1,3,20,,N,N,N
F11,Pdam_284-1_15,C,UNKNOWN,VIC,NFQ-MGB,32.0160560608,32.3424072266,0.4615275562,,,,0,0.01,1,3,33,,N,N,N
F11,Pdam_284-1_15,D,UNKNOWN,FAM,NFQ-MGB,22.0933952332,22.1718292236,0.1109210625,,,,0,0.01,1,3,21,,N,N,N
F12,Pdam_256-1_16,C,UNKNOWN,VIC,NFQ-MGB,26.6397647858,26.6610488892,0.0301002674,,,,0,0.01,1,3,26,,N,N,Y
F12,Pdam_256-1_16,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,N,Y
G1,Pdam_256-1_16,Pdam,UNKNOWN,FAM,NFQ-MGB,20.2899723053,20.5025119781,0.3005764782,,,,0,0.01,1,3,19,,N,N,N
G2,Pdam_262-1_15,Pdam,UNKNOWN,FAM,NFQ-MGB,19.321975708,19.774061203,0.6393454671,,,,0,0.01,1,3,18,,Y,N,N
G3,Pdam_262-1_16,Pdam,UNKNOWN,FAM,NFQ-MGB,18.9004192352,19.4337978363,0.7543112636,,,,0,0.01,1,3,18,,Y,N,N
G4,Pdam_264-1_14,Pdam,UNKNOWN,FAM,NFQ-MGB,19.2719421387,19.0653953552,0.2920999229,,,,0,0.01,1,3,18,,N,N,N
G5,Pdam_264-1_15,Pdam,UNKNOWN,FAM,NFQ-MGB,19.7556533813,20.0129852295,0.3639235497,,,,0,0.01,1,3,19,,N,N,N
G6,Pdam_264-1_16,Pdam,UNKNOWN,FAM,NFQ-MGB,20.4156684875,20.5870800018,0.2424124926,,,,0,0.01,1,3,19,,N,N,N
G7,Pdam_278-1_14,Pdam,UNKNOWN,FAM,NFQ-MGB,21.942325592,22.4310932159,0.6912217736,,,,0,0.01,1,3,21,,Y,N,N
G8,Pdam_278-1_15,Pdam,UNKNOWN,FAM,NFQ-MGB,18.9001979828,19.5815792084,0.9636185765,,,,0,0.01,1,3,18,,Y,N,N
G9,Pdam_278-1_16,Pdam,UNKNOWN,FAM,NFQ-MGB,20.4659004211,20.1039485931,0.5118771791,,,,0,0.01,1,3,19,,Y,N,N
G10,Pdam_284-1_14,Pdam,UNKNOWN,FAM,NFQ-MGB,18.8533439636,18.7409896851,0.1588915884,,,,0,0.01,1,3,18,,N,N,N
