Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\Panama\Pdam_Plate10.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2016-10-10 20:59:43 PM EDT,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,Cт,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
C5,Pdam_411-1A_14,D,UNKNOWN,FAM,NFQ-MGB,22.1657581329,22.1656455994,0.0001604952,,,,0,0.01,1,3,21,,N,Y,Y
C6,Pdam_411-1A_15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
C6,Pdam_411-1A_15,D,UNKNOWN,FAM,NFQ-MGB,23.4264812469,23.194393158,0.3282234669,,,,0,0.01,1,3,22,,N,Y,Y
C7,Pdam_411-1B_14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
C7,Pdam_411-1B_14,D,UNKNOWN,FAM,NFQ-MGB,22.3190517426,22.2975387573,0.030423956,,,,0,0.01,1,3,21,,N,Y,Y
C8,Pdam_411-1B_15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
C8,Pdam_411-1B_15,D,UNKNOWN,FAM,NFQ-MGB,22.3693618774,22.3976078033,0.0399457701,,,,0,0.01,1,3,21,,N,Y,Y
C9,Pdam_413-1A_14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
C9,Pdam_413-1A_14,D,UNKNOWN,FAM,NFQ-MGB,22.6835784912,22.6321563721,0.0727218613,,,,0,0.01,1,3,21,,N,Y,Y
C10,Pdam_413-1A_15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
C10,Pdam_413-1A_15,D,UNKNOWN,FAM,NFQ-MGB,23.5205554962,23.4630126953,0.0813778117,,,,0,0.01,1,3,22,,N,Y,Y
C11,Pdam_413-1B_14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
C11,Pdam_413-1B_14,D,UNKNOWN,FAM,NFQ-MGB,22.9390525818,22.9733314514,0.0484789908,,,,0,0.01,1,3,22,,N,Y,Y
C12,Pdam_403-1_14,C,UNKNOWN,VIC,NFQ-MGB,29.604309082,29.8605728149,0.3624103069,,,,0,0.01,1,3,30,,N,N,N
C12,Pdam_403-1_14,D,UNKNOWN,FAM,NFQ-MGB,22.2889194489,22.4785499573,0.2681766748,,,,0,0.01,1,3,21,,N,N,N
D1,Pdam_403-1_15,Pdam,UNKNOWN,FAM,NFQ-MGB,22.5713806152,22.6885681152,0.1657295078,,,,0,0.01,1,3,21,,N,N,N
D2,Pdam_404-1A_15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
D2,Pdam_404-1A_15,D,UNKNOWN,FAM,NFQ-MGB,23.1409416199,23.1485900879,0.0108179161,,,,0,0.01,1,3,22,,N,Y,Y
D3,Pdam_404-1B_14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,37.501537323,,,,,0,0.01,1,3,39,,N,Y,Y
D3,Pdam_404-1B_14,D,UNKNOWN,FAM,NFQ-MGB,22.8437538147,22.8919067383,0.0680998638,,,,0,0.01,1,3,22,,N,Y,Y
D4,Pdam_404-1B_15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
D4,Pdam_404-1B_15,D,UNKNOWN,FAM,NFQ-MGB,24.119802475,24.0694885254,0.0711560175,,,,0,0.01,1,3,23,,N,Y,Y
D5,Pdam_411-1A_14,C,UNKNOWN,VIC,NFQ-MGB,36.7792282104,36.7792282104,,,,,0,0.01,1,3,35,,N,N,N
D5,Pdam_411-1A_14,D,UNKNOWN,FAM,NFQ-MGB,22.1655311584,22.1656455994,0.0001604952,,,,0,0.01,1,3,21,,N,N,N
D6,Pdam_411-1A_15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
D6,Pdam_411-1A_15,D,UNKNOWN,FAM,NFQ-MGB,22.9623031616,23.194393158,0.3282234669,,,,0,0.01,1,3,22,,N,Y,Y
D7,Pdam_411-1B_14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
D7,Pdam_411-1B_14,D,UNKNOWN,FAM,NFQ-MGB,22.2760257721,22.2975387573,0.030423956,,,,0,0.01,1,3,21,,N,Y,Y
D8,Pdam_411-1B_15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
D8,Pdam_411-1B_15,D,UNKNOWN,FAM,NFQ-MGB,22.4258537292,22.3976078033,0.0399457701,,,,0,0.01,1,3,21,,N,Y,Y
D9,Pdam_413-1A_14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
D9,Pdam_413-1A_14,D,UNKNOWN,FAM,NFQ-MGB,22.5807342529,22.6321563721,0.0727218613,,,,0,0.01,1,3,21,,N,Y,Y
D10,Pdam_413-1A_15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
D10,Pdam_413-1A_15,D,UNKNOWN,FAM,NFQ-MGB,23.4054698944,23.4630126953,0.0813778117,,,,0,0.01,1,3,22,,N,Y,Y
D11,Pdam_413-1B_14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
D11,Pdam_413-1B_14,D,UNKNOWN,FAM,NFQ-MGB,23.0076122284,22.9733314514,0.0484789908,,,,0,0.01,1,3,22,,N,Y,Y
D12,Pdam_403-1_15,C,UNKNOWN,VIC,NFQ-MGB,28.9948005676,29.0714187622,0.108353138,,,,0,0.01,1,3,28,,Y,N,N
D12,Pdam_403-1_15,D,UNKNOWN,FAM,NFQ-MGB,23.3005847931,22.7863998413,0.727165997,,,,0,0.01,1,3,22,,Y,N,N
E1,Pdam_403-1_15,Pdam,UNKNOWN,FAM,NFQ-MGB,22.8057575226,22.6885681152,0.1657295078,,,,0,0.01,1,3,22,,N,N,N
E2,Pdam_413-1B_15,C,UNKNOWN,VIC,NFQ-MGB,35.5233306885,35.5233306885,,,,,0,0.01,1,3,35,,N,N,N
E2,Pdam_413-1B_15,D,UNKNOWN,FAM,NFQ-MGB,23.2973136902,23.3033332825,0.0085116401,,,,0,0.01,1,3,22,,N,N,N
E3,Pdam_417-1A_14,C,UNKNOWN,VIC,NFQ-MGB,22.5647201538,22.5268936157,0.0534934551,,,,0,0.01,1,3,22,,N,Y,Y
E3,Pdam_417-1A_14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,34.7666473389,,,,,0,0.01,1,3,39,,N,Y,Y
E4,Pdam_417-1A_15,C,UNKNOWN,VIC,NFQ-MGB,24.6720275879,24.6459617615,0.0368639939,,,,0,0.01,1,3,24,,N,Y,Y
E4,Pdam_417-1A_15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
E5,Pdam_417-1B_14,C,UNKNOWN,VIC,NFQ-MGB,23.5013332367,23.4667434692,0.0489186682,,,,0,0.01,1,3,23,,N,Y,Y
E5,Pdam_417-1B_14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
E6,Pdam_417-1B_15,C,UNKNOWN,VIC,NFQ-MGB,25.0844211578,25.2548065186,0.2409599423,,,,0,0.01,1,3,24,,N,Y,Y
E6,Pdam_417-1B_15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
E7,Pdam_417-1C_14,C,UNKNOWN,VIC,NFQ-MGB,22.870136261,23.0094623566,0.1970368475,,,,0,0.01,1,3,22,,N,Y,Y
E7,Pdam_417-1C_14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,37.048538208,,,,,0,0.01,1,3,39,,N,Y,Y
E8,Pdam_417-1C_15,C,UNKNOWN,VIC,NFQ-MGB,24.3916416168,24.41314888,0.0304158628,,,,0,0.01,1,3,24,,Y,N,N
E8,Pdam_417-1C_15,D,UNKNOWN,FAM,NFQ-MGB,34.4631843567,33.9311294556,0.7524392605,,,,0,0.01,1,3,34,,Y,N,N
E9,Pdam_418-1A_14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
E9,Pdam_418-1A_14,D,UNKNOWN,FAM,NFQ-MGB,22.2096233368,22.2213935852,0.0166469943,,,,0,0.01,1,3,21,,N,Y,Y
E10,Pdam_418-1A_15,C,UNKNOWN,VIC,NFQ-MGB,37.5061912537,37.5061912537,,,,,0,0.01,1,3,35,,N,N,N
E10,Pdam_418-1A_15,D,UNKNOWN,FAM,NFQ-MGB,23.1718711853,23.1980285645,0.0369907729,,,,0,0.01,1,3,22,,N,N,N
E11,Pdam_418-1B_14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,34.9200935364,,,,,0,0.01,1,3,39,,N,Y,Y
E11,Pdam_418-1B_14,D,UNKNOWN,FAM,NFQ-MGB,22.3011779785,22.296163559,0.0070914603,,,,0,0.01,1,3,21,,N,Y,Y
E12,Pdam_403-1_15,C,UNKNOWN,VIC,NFQ-MGB,29.1480350494,29.0714187622,0.108353138,,,,0,0.01,1,3,29,,Y,N,N
E12,Pdam_403-1_15,D,UNKNOWN,FAM,NFQ-MGB,22.2722167969,22.7863998413,0.727165997,,,,0,0.01,1,3,21,,Y,N,N
F1,Pdam_404-1A_14,Pdam,UNKNOWN,FAM,NFQ-MGB,20.7651290894,20.2255535126,0.7630751133,,,,0,0.01,1,3,20,,Y,N,N
F2,Pdam_413-1B_15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,35.5233306885,,,,,0,0.01,1,3,39,,N,Y,Y
F2,Pdam_413-1B_15,D,UNKNOWN,FAM,NFQ-MGB,23.3093509674,23.3033332825,0.0085116401,,,,0,0.01,1,3,22,,N,Y,Y
F3,Pdam_417-1A_14,C,UNKNOWN,VIC,NFQ-MGB,22.489068985,22.5268936157,0.0534934551,,,,0,0.01,1,3,22,,N,N,N
F3,Pdam_417-1A_14,D,UNKNOWN,FAM,NFQ-MGB,34.7666473389,34.7666473389,,,,,0,0.01,1,3,34,,N,N,N
F4,Pdam_417-1A_15,C,UNKNOWN,VIC,NFQ-MGB,24.6198940277,24.6459617615,0.0368639939,,,,0,0.01,1,3,24,,N,Y,Y
F4,Pdam_417-1A_15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
F5,Pdam_417-1B_14,C,UNKNOWN,VIC,NFQ-MGB,23.4321517944,23.4667434692,0.0489186682,,,,0,0.01,1,3,23,,N,Y,Y
F5,Pdam_417-1B_14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
F6,Pdam_417-1B_15,C,UNKNOWN,VIC,NFQ-MGB,25.4251899719,25.2548065186,0.2409599423,,,,0,0.01,1,3,25,,N,N,Y
F6,Pdam_417-1B_15,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,N,Y
F7,Pdam_417-1C_14,C,UNKNOWN,VIC,NFQ-MGB,23.1487884521,23.0094623566,0.1970368475,,,,0,0.01,1,3,22,,N,N,N
F7,Pdam_417-1C_14,D,UNKNOWN,FAM,NFQ-MGB,37.048538208,37.048538208,,,,,0,0.01,1,3,35,,N,N,N
F8,Pdam_417-1C_15,C,UNKNOWN,VIC,NFQ-MGB,24.4346561432,24.41314888,0.0304158628,,,,0,0.01,1,3,24,,Y,N,N
F8,Pdam_417-1C_15,D,UNKNOWN,FAM,NFQ-MGB,33.3990745544,33.9311294556,0.7524392605,,,,0,0.01,1,3,33,,Y,N,N
F9,Pdam_418-1A_14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
F9,Pdam_418-1A_14,D,UNKNOWN,FAM,NFQ-MGB,22.233165741,22.2213935852,0.0166469943,,,,0,0.01,1,3,21,,N,Y,Y
F10,Pdam_418-1A_15,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,37.5061912537,,,,,0,0.01,1,3,39,,N,Y,Y
F10,Pdam_418-1A_15,D,UNKNOWN,FAM,NFQ-MGB,23.2241840363,23.1980285645,0.0369907729,,,,0,0.01,1,3,22,,N,Y,Y
F11,Pdam_418-1B_14,C,UNKNOWN,VIC,NFQ-MGB,34.9200935364,34.9200935364,,,,,0,0.01,1,3,35,,N,N,N
F11,Pdam_418-1B_14,D,UNKNOWN,FAM,NFQ-MGB,22.2911491394,22.296163559,0.0070914603,,,,0,0.01,1,3,21,,N,N,N
F12,Pdam_404-1A_14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
F12,Pdam_404-1A_14,D,UNKNOWN,FAM,NFQ-MGB,22.722574234,22.722574234,,,,,0,0.01,1,3,22,,N,Y,Y
G1,Pdam_404-1A_14,Pdam,UNKNOWN,FAM,NFQ-MGB,19.6859779358,20.2255535126,0.7630751133,,,,0,0.01,1,3,18,,Y,N,N
G2,Pdam_413-1B_15,Pdam,UNKNOWN,FAM,NFQ-MGB,19.7563209534,20.0884246826,0.4696642458,,,,0,0.01,1,3,18,,N,N,N
G3,Pdam_417-1A_14,Pdam,UNKNOWN,FAM,NFQ-MGB,19.9882335663,20.1819610596,0.2739720345,,,,0,0.01,1,3,19,,N,N,N
G4,Pdam_417-1A_15,Pdam,UNKNOWN,FAM,NFQ-MGB,20.2316513062,20.2295970917,0.002905098,,,,0,0.01,1,3,19,,N,N,N
G5,Pdam_417-1B_14,Pdam,UNKNOWN,FAM,NFQ-MGB,19.0515327454,19.3691158295,0.4491302967,,,,0,0.01,1,3,18,,N,N,N
G6,Pdam_417-1B_15,Pdam,UNKNOWN,FAM,NFQ-MGB,20.1537284851,20.5307693481,0.5332176685,,,,0,0.01,1,3,19,,Y,N,N
G7,Pdam_417-1C_14,Pdam,UNKNOWN,FAM,NFQ-MGB,19.7617988586,20.0274467468,0.3756814897,,,,0,0.01,1,3,19,,N,N,N
G8,Pdam_417-1C_15,Pdam,UNKNOWN,FAM,NFQ-MGB,20.9064693451,20.8676490784,0.054900147,,,,0,0.01,1,3,20,,N,N,N
G9,Pdam_418-1A_14,Pdam,UNKNOWN,FAM,NFQ-MGB,21.3854846954,21.4793624878,0.1327632517,,,,0,0.01,1,3,20,,N,N,N
G10,Pdam_418-1A_15,Pdam,UNKNOWN,FAM,NFQ-MGB,21.244512558,21.3717651367,0.1799636781,,,,0,0.01,1,3,20,,N,N,N
G11,Pdam_418-1B_14,Pdam,UNKNOWN,FAM,NFQ-MGB,21.0774803162,21.2082901001,0.184994325,,,,0,0.01,1,3,20,,N,N,N
G12,Pdam_404-1A_14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
G12,Pdam_404-1A_14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,22.722574234,,,,,0,0.01,1,3,39,,N,Y,Y
H1,Pdam_NTC_14,Pdam,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,N,Y
H2,Pdam_413-1B_15,Pdam,UNKNOWN,FAM,NFQ-MGB,20.4205265045,20.0884246826,0.4696642458,,,,0,0.01,1,3,19,,N,N,N
H3,Pdam_417-1A_14,Pdam,UNKNOWN,FAM,NFQ-MGB,20.3756885529,20.1819610596,0.2739720345,,,,0,0.01,1,3,19,,N,N,N
H4,Pdam_417-1A_15,Pdam,UNKNOWN,FAM,NFQ-MGB,20.2275428772,20.2295970917,0.002905098,,,,0,0.01,1,3,19,,N,N,N
H5,Pdam_417-1B_14,Pdam,UNKNOWN,FAM,NFQ-MGB,19.6866989136,19.3691158295,0.4491302967,,,,0,0.01,1,3,18,,N,N,N
H6,Pdam_417-1B_15,Pdam,UNKNOWN,FAM,NFQ-MGB,20.9078121185,20.5307693481,0.5332176685,,,,0,0.01,1,3,20,,Y,N,N
H7,Pdam_417-1C_14,Pdam,UNKNOWN,FAM,NFQ-MGB,20.2930927277,20.0274467468,0.3756814897,,,,0,0.01,1,3,19,,N,N,N
H8,Pdam_417-1C_15,Pdam,UNKNOWN,FAM,NFQ-MGB,20.8288288116,20.8676490784,0.054900147,,,,0,0.01,1,3,20,,N,N,N
H9,Pdam_418-1A_14,Pdam,UNKNOWN,FAM,NFQ-MGB,21.5732402802,21.4793624878,0.1327632517,,,,0,0.01,1,3,20,,N,N,N
H10,Pdam_418-1A_15,Pdam,UNKNOWN,FAM,NFQ-MGB,21.4990196228,21.3717651367,0.1799636781,,,,0,0.01,1,3,20,,N,N,N
H11,Pdam_418-1B_14,Pdam,UNKNOWN,FAM,NFQ-MGB,21.3391017914,21.2082901001,0.184994325,,,,0,0.01,1,3,20,,N,N,N
H12,Pdam_NTC_14,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
H12,Pdam_NTC_14,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,0,0.01,1,3,39,,N,Y,Y
