Region,Location,Reef,Depht,Spp,Year.2,Number,Tag,Sample,Collection day,Notes,Depth.2
Pan_Chiriqui,Uva Island,Gardineroseris city,14,P.dam,2014,1,290-1,14_290-1,08/19/14,,Shallow
Pan_Chiriqui,Uva Island,Gardineroseris city,14,P.dam,2015,1,290-1,15_290-1,08/16/15,,Shallow
Pan_Chiriqui,Uva Island,Gardineroseris city,14,P.dam,2016,1,290-1,16_290-1,04/17/16,,Shallow
Pan_Chiriqui,Uva Island,Gardineroseris city,16,P.dam,2014,1,292-1,14_292-1,08/19/14,,Shallow
Pan_Chiriqui,Uva Island,Gardineroseris city,16,P.dam,2015,1,292-1,15_292-1,08/16/15,,Shallow
Pan_Chiriqui,Uva Island,Bw Gard City and 4x5,13,P.ele,2014,1,295-1,14_295-1,08/19/14,,Shallow
Pan_Chiriqui,Uva Island,Bw Gard City and 4x5,13,P.ele,2015,1,295-1,15_295-1,08/16/15,P.cap,Shallow
Pan_Chiriqui,Uva Island,Bw Gard City and 4x5,13,P.ele,2016,1,295-1,16_295-1,04/18/16,,Shallow
Pan_Chiriqui,Uva Island,Bw Gard City and 4x5,13,P.dam,2014,1,295-1 close= GC1,14_295-1 close= GC1,08/19/14,,Shallow
Pan_Chiriqui,Uva Island,Bw Gard City and 4x5,13,P.dam,2016,1,295-1 close= GC1,16_295-1 close= GC1,04/16/16,No Tag ,Shallow
Pan_Chiriqui,Uva Island,Coral Collection Point,29,P.ele,2014,1,298-1,14_298-1,08/19/14,,Shallow
Pan_Chiriqui,Uva Island,Coral Collection Point,29,P.ele,2015,1,298-1,15_298-1,08/18/15,,Shallow
Pan_Chiriqui,Uva Island,Coral Collection Point,29,P.ele,2016,1,298-1,16_298-1,04/18/16,,Shallow
Pan_Chiriqui,Secas Island,Northern reef,9,P.dam,2014,1,299-1,14_299-1,08/20/14,,Shallow
Pan_Chiriqui,Secas Island,Northern reef,9,P.dam,2015,1,299-1,15_299-1,08/19/15,,Shallow
Pan_Chiriqui,Secas Island,Southern Reef,9,P.dam,2014,1,302-1,14_302-1,08/20/14,,Shallow
Pan_Chiriqui,Secas Island,Southern Reef,9,P.dam,2015,1,302-1,15_302-1,08/19/15,,Shallow
Pan_Chiriqui,Secas Island,Southern Reef,9,P.dam,2014,1,303-1,14_303-1,08/20/14,,Shallow
Pan_Chiriqui,Secas Island,Southern Reef,9,P.dam,2015,1,303-1,15_303-1,08/19/15,,Shallow
Pan_Chiriqui,Secas Island,Southern Reef,9,P.dam,2014,1,304-1,14_304-1,08/20/14,,Shallow
Pan_Chiriqui,Secas Island,Southern Reef,9,P.dam,2015,1,304-1,15_304-1,08/19/15,,Shallow
Pan_Chiriqui,Secas Island,Southern Reef,9,P.dam,2014,1,305-1,14_305-1,08/20/14,,Shallow
Pan_Chiriqui,Secas Island,Southern Reef,9,P.dam,2015,1,305-1,15_305-1,08/19/15,,Shallow
Pan_Chiriqui,Secas Island,Southern Reef,9,P.dam,2016,1,305-1,16_305-1,04/20/16,,Shallow
Pan_Chiriqui,Uva Island,Shallow Millepora ,15,P.ele,2014,1,329-1,14_329-1,08/21/14,,Shallow
Pan_Chiriqui,Uva Island,Shallow Millepora ,15,P.ele,2015,1,329-1,15_329-1,08/16/15,Sampled 16 and 17 ,Shallow
Pan_Chiriqui,Uva Island,Shallow Millepora ,15,P.ele,2016,1,329-1,16_329-1,04/16/16,,Shallow
Pan_Chiriqui,Uva Island,Shallow Millepora ,15,P.dam,2014,1,330-1,14_330-1,08/21/14,,Shallow
Pan_Chiriqui,Uva Island,Shallow Millepora ,15,P.dam,2015,1,330-1,15_330-1,08/17/15,,Shallow
Pan_Chiriqui,Uva Island,Shallow Millepora ,15,P.dam,2016,1,330-1,16_330-1,04/16/16,,Shallow
Pan_Chiriqui,Uva Island,Shallow Millepora ,15,P.ele,2014,1,334-1,14_334-1,08/21/14,,Shallow
Pan_Chiriqui,Uva Island,Shallow Millepora ,15,P.ele,2015,1,334-1,15_334-1,08/17/15,,Shallow
Pan_Chiriqui,Uva Island,Shallow Millepora ,15,P.ele,2016,1,334-1,16_334-1,04/16/16,No Tag ,Shallow
Pan_Chiriqui,Uva Island,Shallow Millepora ,15,P.ele,2014,1,339-1,14_339-1A,08/21/14,,Shallow
Pan_Chiriqui,Uva Island,Shallow Millepora ,15,P.ele,2015,1,339-1,15_339-1A,08/17/15,,Shallow
Pan_Chiriqui,Uva Island,Shallow Millepora ,15,P.ele,2015,1,339-1,15_339-1B,08/17/15,,Shallow
Pan_Chiriqui,Uva Island,Shallow Millepora ,15,P.ele,2016,1,339-1,16_339-1A,04/16/16,,Shallow
Pan_Chiriqui,Uva Island,Shallow Millepora ,15,P.dam,2014,1,340-1,14_340-1A,08/21/14,,Shallow
Pan_Chiriqui,Uva Island,Shallow Millepora ,15,P.dam,2015,1,340-1,15_340-1A,08/17/15,,Shallow
Pan_Chiriqui,Uva Island,Shallow Millepora ,15,P.dam,2015,1,340-1,15_340-1B,08/17/15,,Shallow
Pan_Chiriqui,Uva Island,Shallow Millepora ,15,P.dam,2016,1,340-1,16_340-1A,04/16/16,,Shallow
Pan_Chiriqui,Uva Island,Ridley Rock Shallow,30,P.dam,2015,1,344-1,15_344,08/22/15,,Shallow
Pan_Chiriqui,Uva Island,Ridley Rock Shallow,30,P.dam,2016,1,344-1,16_344,04/21/16,,Shallow
Pan_Panama,Saboga Island,Pavona area,8,P.dam,2014,1,360-1,14_360-1,08/26/14,,Shallow
Pan_Panama,Saboga Island,Pavona area,8,P.dam,2015,1,360-1,15_360-1,08/25/15,,Shallow
Pan_Panama,Saboga Island,Around the rocks,7,P.dam,2014,1,379-2,14_379-2,08/28/14,,Shallow
Pan_Panama,Saboga Island,Around the rocks,9,P.dam,2015,1,379-2,15_379-2,08/26/15,,Shallow
Pan_Panama,Saboga Island,Around the rocks,7,P.dam,2014,1,389-2,14_389-2,08/28/14,,Shallow
Pan_Panama,Saboga Island,Around the rocks,7,P.dam,2015,1,389-2,15_389-2,08/26/15,No tag,Shallow
Pan_Panama,Contadora Island,By the Pier,15,P.dam,2014,1,401-1A,14_401-1A,08/28/14,,Shallow
Pan_Panama,Contadora Island,By the Pier,15,P.dam,2015,1,401-1A,15_401-1A,08/27/15,,Shallow
Pan_Panama,Contadora Island,By the Pier,15,P.dam,2014,1,401-1B,14_401-1B,08/28/14,,Shallow
Pan_Panama,Contadora Island,By the Pier,15,P.dam,2015,1,401-1B,15_401-1B,08/27/15,,Shallow
Pan_Panama,Contadora Island,By the Pier,15,P.dam,2014,1,403-1,14_403-1,08/28/14,,Shallow
Pan_Panama,Contadora Island,By the Pier,15,P.dam,2015,1,403-1,15_403-1,08/27/15,,Shallow
Pan_Panama,Contadora Island,By the Pier,15,P.dam,2014,1,404-A,14_404-1A,08/28/14,,Shallow
Pan_Panama,Contadora Island,By the Pier,15,P.dam,2015,1,404-A,15_404-1A,08/27/15,,Shallow
Pan_Panama,Contadora Island,By the Pier,15,P.dam,2014,1,404-B,14_404-1B,08/28/14,,Shallow
Pan_Panama,Contadora Island,By the Pier,15,P.dam,2015,1,404-B,15_404-1B,08/27/15,,Shallow
Pan_Panama,Contadora Island,By the Pier,15,P.dam,2014,1,411-1A,14_411-1A,08/29/14,,Shallow
Pan_Panama,Contadora Island,By the Pier,15,P.dam,2015,1,411-1A,15_411-1A,08/27/15,,Shallow
Pan_Panama,Contadora Island,By the Pier,15,P.dam,2014,1,411-1B,14_411-1B,08/29/14,,Shallow
